timestamp,cpu_utilization,power_draw_watts,keyboard_interrupt_rate,mouse_interrupt_rate,memory_utilization,disk_io_mbps,network_mbps,scenario_label
2024-01-01 00:00:45,5.5093,5.7172,0,0,21.9538,0.8565,0.6108,0
2024-01-01 00:00:46,4.5873,4.4341,0,0.3636,20.808,1.2418,0.4806,0
2024-01-01 00:00:47,6.0615,3.4756,0,0,18.1684,1.2688,0.3864,0
2024-01-01 00:00:48,2.8781,3.7919,0,0.0464,18.6053,1.2932,0.6932,0
2024-01-01 00:00:49,2.8904,4.6236,0.1799,0.3777,19.9816,1.2502,0.429,0
2024-01-01 00:00:50,4.9906,4.9946,0.1701,0,20.4391,0.8313,0.4361,0
2024-01-01 00:00:51,7.7754,6.596,0.3181,0,18.5935,0.8541,0.6137,0
2024-01-01 00:00:52,7.054,5.3318,0.2181,0.3071,18.2654,0.7508,0.6476,0
2024-01-01 00:00:53,2.2365,3.9004,0,0,21.3758,0.8984,0.3643,0
2024-01-01 00:00:54,2.8929,5.6243,0.4686,0.005,21.6044,1.0015,0.5295,0
2024-01-01 00:00:55,6.0714,6.2204,0.2578,0.4905,20.9879,1.2435,0.3824,0
2024-01-01 00:00:56,5.2125,5.3945,0.3257,0,21.1642,0.9331,0.5346,0
2024-01-01 00:00:57,7.1079,6.1922,0.157,0,18.7279,1.0041,0.4018,0
2024-01-01 00:00:58,2.3937,6.4395,0.4429,0,19.6323,1.186,0.3249,0
2024-01-01 00:00:59,5.8459,3.5093,0,0.3299,18.2221,0.7216,0.4671,0
2024-01-01 00:01:00,4.951,6.4533,0.2172,0.1735,18.6055,1.292,0.4645,0
2024-01-01 00:01:01,5.6706,4.5467,0,0,18.6055,0.7195,0.547,0
2024-01-01 00:01:02,5.7798,3.4212,0.0491,0,19.5337,1.1659,0.4961,0
2024-01-01 00:01:03,7.2877,5.4405,0,0.1323,19.3515,0.7746,0.573,0
2024-01-01 00:01:04,5.7322,6.1543,0,0.4118,21.1974,1.2501,0.649,0
2024-01-01 00:01:05,6.086,6.241,0.019,0.2855,18.7565,1.1693,0.4778,0
2024-01-01 00:01:06,6.5397,4.8219,0.2896,0,18.1786,1.2606,0.4945,0
2024-01-01 00:01:07,7.4064,6.7791,0.1665,0.0718,18.8639,0.7561,0.6278,0
2024-01-01 00:01:08,7.3326,6.1176,0.1985,0,19.2212,0.7681,0.4704,0
2024-01-01 00:01:09,5.3961,6.6915,0.4358,0,18.3968,1.1643,0.5937,0
2024-01-01 00:01:10,2.1842,4.7869,0.1864,0,21.6771,1.2773,0.589,0
2024-01-01 00:01:11,2.4712,3.2813,0,0,19.3915,0.706,0.6897,0
2024-01-01 00:01:12,6.914,3.2821,0.3934,0,18.8192,1.1043,0.6753,0
2024-01-01 00:01:13,2.7391,3.0287,0,0,20.4194,1.2155,0.3748,0
2024-01-01 00:01:14,2.6743,4.3778,0.4592,0,21.8661,0.9173,0.4893,0
2024-01-01 00:01:15,3.7558,6.7485,0.4581,0.1359,18.7362,1.2958,0.341,0
2024-01-01 00:01:16,5.4851,3.6256,0.3977,0.4457,21.2176,0.8895,0.3971,0
2024-01-01 00:01:17,6.5292,4.1642,0,0,18.5289,0.7123,0.3312,0
2024-01-01 00:01:18,2.4393,4.6809,0.0508,0.2409,18.5691,0.9533,0.5548,0
2024-01-01 00:01:19,2.5073,4.7792,0,0.4489,18.2314,0.9452,0.4669,0
2024-01-01 00:01:20,6.3691,4.2827,0,0,19.8836,1.2702,0.6186,0
2024-01-01 00:01:21,3.6618,5.2327,0.1882,0.2957,19.7847,0.9393,0.6071,0
2024-01-01 00:01:22,4.5903,3.9918,0,0.4371,18.5703,0.9775,0.5549,0
2024-01-01 00:01:23,4.8997,3.8146,0,0.199,20.4749,0.7047,0.4194,0
2024-01-01 00:01:24,6.6118,5.5157,0.0452,0,20.8252,0.9829,0.5713,0
2024-01-01 00:01:25,6.5605,3.9295,0.262,0,21.9361,0.7725,0.6535,0
2024-01-01 00:01:26,2.2433,4.0263,0.0261,0.0816,19.5849,0.7612,0.401,0
2024-01-01 00:01:27,3.7004,6.0209,0.4088,0.0954,18.1418,1.1753,0.4222,0
2024-01-01 00:01:28,4.0393,5.1207,0,0.42,18.6542,0.9489,0.4159,0
2024-01-01 00:01:29,5.119,5.2959,0.1271,0.0314,19.6432,1.0808,0.4614,0
2024-01-01 00:01:30,6.6713,6.1527,0,0,20.5152,0.7942,0.5788,0
2024-01-01 00:01:31,4.2886,5.3642,0,0.1683,19.4162,0.9836,0.466,0
2024-01-01 00:01:32,4.8603,5.7788,0,0.1521,18.2409,0.8801,0.5981,0
2024-01-01 00:01:33,2.3144,5.4846,0,0,21.5542,0.7061,0.5107,0
2024-01-01 00:01:34,2.3987,6.4684,0.1863,0.242,20.676,0.7039,0.3165,0
2024-01-01 00:01:35,5.7253,6.9987,0.3731,0.1997,20.9084,0.836,0.6006,0
2024-01-01 00:01:36,3.7275,3.4218,0,0,18.673,0.953,0.6589,0
2024-01-01 00:01:37,4.6116,4.7892,0.2088,0.0242,18.5169,1.2462,0.4776,0
2024-01-01 00:01:38,6.736,4.5555,0.3068,0,18.8806,0.8177,0.676,0
2024-01-01 00:01:39,5.5192,3.1992,0,0,18.3386,0.8121,0.3228,0
2024-01-01 00:01:40,5.8284,3.6935,0.1108,0.1125,20.8197,1.0073,0.4138,0
2024-01-01 00:01:41,7.2647,4.4123,0,0.1319,20.0645,1.2739,0.6819,0
2024-01-01 00:01:42,7.5786,6.7363,0.081,0,20.8165,0.8293,0.4063,0
2024-01-01 00:01:43,2.2628,3.6514,0,0.1546,18.5616,1.172,0.5722,0
2024-01-01 00:01:44,7.8241,4.5861,0.4214,0,19.358,0.7614,0.6531,0
2024-01-01 00:01:45,6.7687,4.2917,0,0,18.1153,0.7266,0.4475,0
2024-01-01 00:01:46,3.2575,5.0981,0,0,20.6907,1.1414,0.4249,0
2024-01-01 00:01:47,7.16,4.0186,0,0.2125,18.178,1.2605,0.3289,0
2024-01-01 00:01:48,4.7656,5.8984,0,0.309,21.9156,0.9763,0.3472,0
2024-01-01 00:01:49,2.4889,3.3949,0.2654,0,21.6769,0.9644,0.3309,0
2024-01-01 00:01:50,4.5616,6.0193,0.3293,0,18.7216,0.994,0.3512,0
2024-01-01 00:01:51,7.2266,6.7378,0,0,20.2282,0.8713,0.5164,0
2024-01-01 00:01:52,3.2071,4.1866,0,0.1047,20.1447,0.8566,0.3927,0
2024-01-01 00:01:53,2.7124,6.134,0,0.2329,18.9951,0.8707,0.5944,0
2024-01-01 00:01:54,5.9577,5.9677,0.0153,0.3591,18.4872,1.0871,0.3473,0
2024-01-01 00:01:55,6.4237,4.4356,0.1749,0.2035,20.6424,0.8329,0.6327,0
2024-01-01 00:01:56,3.4408,5.0726,0.1746,0,20.514,0.8721,0.3686,0
2024-01-01 00:01:57,6.8585,5.2125,0,0.0854,18.1011,0.7779,0.4582,0
2024-01-01 00:01:58,7.8545,5.0419,0,0.265,21.1258,1.1649,0.5278,0
2024-01-01 00:01:59,6.1742,3.8538,0.2326,0.3162,21.0399,0.9121,0.5364,0
2024-01-01 00:02:00,5.7739,6.6032,0,0.3339,20.1057,0.9152,0.4822,0
2024-01-01 00:02:01,2.0758,3.8803,0.1528,0.1608,19.9788,1.272,0.4924,0
2024-01-01 00:02:02,3.8837,6.3911,0,0.1043,20.8137,1.193,0.6141,0
2024-01-01 00:02:03,4.3046,3.2367,0,0.2265,21.8468,0.9059,0.4765,0
2024-01-01 00:02:04,6.3548,5.6313,0,0.1716,19.2196,0.9138,0.5158,0
2024-01-01 00:02:05,26.3939,13.6049,9.522,8.1278,38.0983,1.727,0.8903,2
2024-01-01 00:02:06,25.9233,13.2662,9.5624,8.4721,39.6906,2.2355,0.8866,2
2024-01-01 00:02:07,24.6113,14.4321,9.6769,7.8288,41.9472,2.1484,0.9531,2
2024-01-01 00:02:08,24.4557,14.055,10.0313,8.2356,40.7466,1.9776,0.8168,2
2024-01-01 00:02:09,27.529,14.6357,9.8903,7.5031,38.5529,2.2213,1.0056,2
2024-01-01 00:02:10,26.3946,13.5927,9.8301,8.3401,41.2826,1.8481,0.8088,2
2024-01-01 00:02:11,26.8388,13.6754,10.2877,8.1837,38.6733,1.7471,1.1711,2
2024-01-01 00:02:12,25.5873,15.482,9.9575,7.6501,40.4079,1.8515,1.1224,2
2024-01-01 00:02:13,26.3963,13.1091,10.4324,7.5363,38.3585,1.8756,0.8603,2
2024-01-01 00:02:14,23.4169,14.4232,10.2355,7.9047,39.0794,1.9954,0.957,2
2024-01-01 00:02:15,23.8646,16.6022,10.0504,8.4773,41.0916,2.0423,0.905,2
2024-01-01 00:02:16,26.1211,14.8237,10.2214,7.9038,39.984,1.7124,1.096,2
2024-01-01 00:02:17,22.2056,15.7229,10.082,8.2759,39.1591,2.1117,0.8828,2
2024-01-01 00:02:18,25.1756,14.3611,10.4785,8.4719,38.8359,2.0396,0.9318,2
2024-01-01 00:02:19,27.8112,16.6981,10.0861,8.2201,40.7253,1.912,1.1665,2
2024-01-01 00:02:20,27.3967,14.3226,10.2474,7.5091,41.2654,2.0389,1.1809,2
2024-01-01 00:02:21,24.1792,15.5029,9.823,8.2828,40.4028,2.2925,0.8004,2
2024-01-01 00:02:22,22.8446,13.1744,9.6258,8.4294,41.7944,1.9882,1.1787,2
2024-01-01 00:02:23,26.9103,16.1145,10.2473,7.6877,40.1955,1.9543,1.1799,2
2024-01-01 00:02:24,23.043,13.6794,10.1589,7.6574,38.4402,2.0024,1.1187,2
2024-01-01 00:02:25,25.6303,16.019,9.7658,7.785,39.7148,2.2945,1.0872,2
2024-01-01 00:02:26,27.6775,15.1515,10.0546,8.4901,38.76,2.1696,1.1166,2
2024-01-01 00:02:27,27.0684,16.0002,9.6553,8.1611,41.6948,2.038,0.9444,2
2024-01-01 00:02:28,27.6971,15.2464,9.9116,8.1141,41.2165,1.837,0.8063,2
2024-01-01 00:02:29,25.1746,16.7654,10.1803,8.1309,40.5113,1.9982,1.0924,2
2024-01-01 00:02:30,23.4952,16.567,9.7745,8.4449,41.706,1.7468,0.9793,2
2024-01-01 00:02:31,26.4642,14.7986,10.0089,8.3068,40.82,2.2748,0.8658,2
2024-01-01 00:02:32,27.5414,16.7119,10.1347,8.4404,39.0107,2.2291,1.1094,2
2024-01-01 00:02:33,25.6581,13.3625,9.5301,7.511,39.0022,2.1574,0.9547,2
2024-01-01 00:02:34,26.6527,15.5026,9.8893,8.3801,38.1537,1.9792,1.1319,2
2024-01-01 00:02:35,22.7609,15.842,9.8281,7.5243,39.8949,2.013,0.8166,2
2024-01-01 00:02:36,25.3955,14.3897,9.5045,7.6908,38.4432,2.0244,0.8172,2
2024-01-01 00:02:37,27.5688,16.3802,10.4453,7.8148,41.6211,2.2906,1.1059,2
2024-01-01 00:02:38,23.6505,15.6836,10.0957,7.9042,39.2244,1.7359,0.8502,2
2024-01-01 00:02:39,22.8037,14.9236,10.1419,8.2641,38.1869,2.1943,0.8174,2
2024-01-01 00:02:40,25.3297,15.9766,10.1312,8.4497,39.3788,2.0515,0.8331,2
2024-01-01 00:02:41,25.3588,16.2532,9.7016,7.761,40.8016,1.8523,0.9037,2
2024-01-01 00:02:42,27.6131,16.9942,9.6552,8.4002,40.2109,1.7232,1.0342,2
2024-01-01 00:02:43,25.8493,13.1352,10.2577,8.3178,38.2866,2.089,0.9826,2
2024-01-01 00:02:44,23.4323,14.8347,9.6594,7.8337,40.6208,1.9859,1.0224,2
2024-01-01 00:02:45,25.2607,16.2824,9.8434,8.313,38.3199,1.9566,0.9409,2
2024-01-01 00:02:46,24.7095,16.334,10.0124,8.4872,41.4458,1.7713,0.9268,2
2024-01-01 00:02:47,22.1364,15.935,9.5192,8.3859,38.7734,1.9483,0.8248,2
2024-01-01 00:02:48,23.8675,14.5581,9.5522,8.2676,40.8454,1.9147,1.1341,2
2024-01-01 00:02:49,22.4645,13.216,9.855,8.4018,41.0259,2.1034,1.0251,2
2024-01-01 00:02:50,26.8226,14.6489,9.5307,8.3024,38.762,1.9326,0.943,2
2024-01-01 00:02:51,22.7402,14.4031,9.6771,8.116,40.6137,1.7082,0.9826,2
2024-01-01 00:02:52,25.3243,16.4867,9.996,7.5805,38.2069,2.2173,1.1163,2
2024-01-01 00:02:53,27.1507,14.049,10.148,7.5957,41.3063,1.9002,1.1821,2
2024-01-01 00:02:54,24.8283,13.1323,10.4091,8.1255,39.1483,1.7221,0.9507,2
2024-01-01 00:02:55,22.9412,15.1931,9.6469,7.6746,41.6835,2.0841,0.897,2
2024-01-01 00:02:56,27.2734,15.4989,10.4456,7.9829,41.5516,2.1071,0.8177,2
2024-01-01 00:02:57,23.4417,14.1263,9.67,7.7382,38.9042,2.227,0.9852,2
2024-01-01 00:02:58,27.2591,13.552,10.0649,7.5135,41.7212,1.7034,0.956,2
2024-01-01 00:02:59,26.8095,16.9995,9.5195,8.3241,40.0404,1.7229,1.1108,2
2024-01-01 00:03:00,22.6714,15.4459,10.2783,8.1736,39.5195,1.7159,0.9745,2
2024-01-01 00:03:01,27.4822,14.3317,9.748,7.6378,40.041,2.02,0.8292,2
2024-01-01 00:03:02,24.4466,15.6347,10.4661,7.9315,39.7441,1.9827,0.89,2
2024-01-01 00:03:03,24.369,15.5811,9.8971,8.0814,41.3423,2.2988,1.154,2
2024-01-01 00:03:04,24.2308,13.0869,10.1116,7.9746,38.9481,1.7242,0.9286,2
2024-01-01 00:03:05,26.7884,16.8565,9.6067,8.3776,38.1949,2.1281,0.8107,2
2024-01-01 00:03:06,24.5263,16.4809,9.8931,8.4246,40.8528,2.0625,0.8646,2
2024-01-01 00:03:07,24.043,14.6444,10.0902,8.496,39.1348,2.0021,1.1734,2
2024-01-01 00:03:08,24.0725,15.5144,10.2661,8.1303,41.0137,1.8174,1.1829,2
2024-01-01 00:03:09,23.0614,15.3347,9.796,8.1344,39.1644,1.9587,1.0729,2
2024-01-01 00:03:10,23.6144,15.9115,9.8469,7.6322,40.4525,1.7995,0.9722,2
2024-01-01 00:03:11,24.3904,13.3047,10.2108,8.1808,41.1112,2.0269,1.0216,2
2024-01-01 00:03:12,23.0154,13.8299,9.7282,8.0253,41.2759,1.9142,1.1527,2
2024-01-01 00:03:13,26.4153,15.8658,9.8352,7.6185,41.8512,2.2128,0.9635,2
2024-01-01 00:03:14,27.1793,16.5969,9.8425,8.0016,39.3272,2.1171,1.1649,2
2024-01-01 00:03:15,27.9073,15.9751,9.8052,8.3805,41.9705,1.9079,1.1795,2
2024-01-01 00:03:16,25.0693,16.8585,10.4959,8.3129,40.7337,1.7924,0.802,2
2024-01-01 00:03:17,25.5728,15.8178,10.4355,8.0171,40.7874,2.0884,0.882,2
2024-01-01 00:03:18,25.8658,16.9269,9.6112,8.1885,40.4572,1.9255,1.1173,2
2024-01-01 00:03:19,22.0629,16.5696,10.3174,7.9807,38.4326,1.9716,1.0337,2
2024-01-01 00:03:20,23.5233,14.9461,10.2757,8.4227,40.2466,2.1963,0.8312,2
2024-01-01 00:03:21,27.1382,16.6833,9.668,8.3275,41.3983,2.2272,1.0069,2
2024-01-01 00:03:22,25.6495,13.8323,10.2081,7.905,38.0847,1.7806,0.9553,2
2024-01-01 00:03:23,27.3111,15.2598,10.4163,8.4295,38.3472,2.0529,0.9338,2
2024-01-01 00:03:24,25.0408,14.8221,9.9799,7.6018,41.3326,1.9942,1.058,2
2024-01-01 00:03:25,24.8361,13.7241,10.041,7.6595,41.4087,2.199,0.8575,2
2024-01-01 00:03:26,22.4131,13.274,9.8932,8.453,40.2246,1.8593,0.8919,2
2024-01-01 00:03:27,22.6652,13.5643,10.3119,7.6386,41.4562,2.1938,0.8547,2
2024-01-01 00:03:28,25.3523,13.0282,10.362,8.0583,41.0214,1.9942,1.0762,2
2024-01-01 00:03:29,27.5874,15.2382,10.3747,7.843,38.3901,1.7031,0.8907,2
2024-01-01 00:03:30,27.0315,14.246,9.7246,7.9956,41.7876,2.0054,0.9363,2
2024-01-01 00:03:31,22.465,15.2947,9.7263,7.8675,39.5246,2.1549,0.8927,2
2024-01-01 00:03:32,27.6154,15.9696,9.9811,8.3805,39.4367,1.9306,0.8517,2
2024-01-01 00:03:33,26.6713,14.6048,10.0003,7.971,40.6247,1.9244,1.1663,2
2024-01-01 00:03:34,24.5915,14.4369,9.9009,8.2663,41.9722,2.2199,0.9919,2
2024-01-01 00:03:35,23.7482,14.7839,9.844,7.7435,38.7478,2.2735,0.9997,2
2024-01-01 00:03:36,22.6598,14.5356,9.8887,8.0135,41.9202,2.286,1.0264,2
2024-01-01 00:03:37,25.7085,15.7025,10.0022,7.9867,39.2581,2.1104,0.8368,2
2024-01-01 00:03:38,23.9029,16.5639,9.7274,8.4676,41.9367,2.0452,0.8162,2
2024-01-01 00:03:39,22.5609,13.8012,9.8268,7.6131,41.1888,1.9185,0.8935,2
2024-01-01 00:03:40,22.2622,14.5307,9.5045,7.6165,40.4186,2.261,0.8797,2
2024-01-01 00:03:41,26.4464,13.7908,9.5015,8.3965,41.3844,1.7401,0.8709,2
2024-01-01 00:03:42,23.4058,16.7133,9.8819,8.3074,39.7433,1.9287,1.1061,2
2024-01-01 00:03:43,25.6946,14.0773,10.0828,8.2039,41.3083,2.1063,1.0563,2
2024-01-01 00:03:44,25.5754,13.3682,10.4452,8.2148,39.0915,2.1154,1.0483,2
2024-01-01 00:03:45,25.9531,14.5156,10.0732,8.16,38.8066,2.0048,0.8481,2
2024-01-01 00:03:46,22.6332,16.6442,9.6245,8.3933,39.8792,1.9729,0.9359,2
2024-01-01 00:03:47,24.4973,14.5089,10.065,7.8356,41.2879,1.8401,0.8994,2
2024-01-01 00:03:48,24.8833,16.7403,9.5239,8.2234,38.024,1.9429,1.1057,2
2024-01-01 00:03:49,24.6765,14.718,9.7532,7.9751,38.913,1.8701,1.0613,2
2024-01-01 00:03:50,25.5967,16.7182,10.4689,8.0224,38.3502,1.8799,1.0071,2
2024-01-01 00:03:51,26.039,16.7848,9.6551,7.5367,41.4801,2.1831,1.1063,2
2024-01-01 00:03:52,24.8116,15.7111,9.9115,7.6921,39.5636,2.1722,1.1207,2
2024-01-01 00:03:53,27.7668,16.5507,10.1821,8.0209,40.8957,1.8099,1.1692,2
2024-01-01 00:03:54,26.2755,15.3779,9.934,8.1335,40.4707,2.2393,1.0283,2
2024-01-01 00:03:55,23.2803,14.7655,9.743,8.405,41.3741,2.0335,0.8786,2
2024-01-01 00:03:56,22.2613,13.5367,9.9432,8.1742,38.896,2.1107,1.1448,2
2024-01-01 00:03:57,26.5434,14.7021,10.1457,8.4884,41.5416,1.9029,1.0742,2
2024-01-01 00:03:58,22.9793,15.2295,9.8565,7.9381,39.7556,2.0979,1.1384,2
2024-01-01 00:03:59,24.8114,13.5863,10.2542,8.2516,41.8154,1.9364,0.9856,2
2024-01-01 00:04:00,25.2436,16.5685,10.2042,7.5213,38.8293,2.2123,1.0342,2
2024-01-01 00:04:01,27.2435,14.6456,9.7105,7.5041,41.9842,1.7818,1.0572,2
2024-01-01 00:04:02,24.9383,14.5206,10.0372,7.5783,41.8801,1.9956,0.8061,2
2024-01-01 00:04:03,24.5161,16.0288,9.8121,8.245,41.0695,1.8435,1.1872,2
2024-01-01 00:04:04,22.1673,16.4544,10.0126,7.6534,39.0336,2.0561,0.9114,2
2024-01-01 00:04:05,27.0305,13.8781,9.8841,8.0068,39.3591,2.1945,0.9056,2
2024-01-01 00:04:06,22.5339,13.6191,10.1269,8.0636,38.2532,2.2958,0.9918,2
2024-01-01 00:04:07,23.9166,15.9166,9.5243,7.9342,40.6577,2.2773,1.1047,2
2024-01-01 00:04:08,27.311,13.4756,9.9298,7.5318,39.088,1.9306,0.9375,2
2024-01-01 00:04:09,24.2424,16.2123,9.6895,8.3245,40.1677,1.9032,1.0209,2
2024-01-01 00:04:10,82.9685,44.9818,0.522,0.863,79.3263,19.9064,5.1981,3
2024-01-01 00:04:11,85.6807,44.6706,1.2907,0.0677,80.282,20.0124,5.1445,3
2024-01-01 00:04:12,85.5172,44.9411,1.0202,0.7819,79.3893,20.0347,5.083,3
2024-01-01 00:04:13,87.9733,45.7747,1.4619,0.399,80.4351,20.1472,4.9394,3
2024-01-01 00:04:14,83.615,46.8913,0.8485,0.9999,81.4091,19.8296,5.1313,3
2024-01-01 00:04:15,87.9018,44.1073,1.1645,0.7696,78.3331,20.1916,4.9233,3
2024-01-01 00:04:16,86.2383,46.8006,0.5351,0.6117,79.1696,19.7688,5.0847,3
2024-01-01 00:04:17,87.8743,45.0508,0.8463,0.4491,79.6585,20.0191,4.9637,3
2024-01-01 00:04:18,82.4822,46.9177,1.4967,0.1741,78.9642,19.9622,5.0795,3
2024-01-01 00:04:19,82.1881,46.342,1.1384,0.2693,81.4835,20.0967,4.9268,3
2024-01-01 00:04:20,85.2871,46.917,0.5484,0.7085,81.3977,20.1154,4.856,3
2024-01-01 00:04:21,85.5829,46.1438,0.9186,0.5824,79.0139,19.8876,5.1234,3
2024-01-01 00:04:22,84.937,44.7952,0.6229,0.3745,80.0829,19.8386,5.1232,3
2024-01-01 00:04:23,84.3022,43.954,0.8083,0.8245,81.6166,20.2762,4.8061,3
2024-01-01 00:04:24,86.5234,45.1019,0.6246,0.2465,79.1268,19.9425,4.9883,3
2024-01-01 00:04:25,87.6207,43.2334,1.2092,0.8541,79.4292,19.8495,4.8885,3
2024-01-01 00:04:26,83.805,43.5812,1.0517,0.2504,78.109,19.8396,5.1283,3
2024-01-01 00:04:27,84.5042,46.5341,1.4436,0.2433,80.2399,20.2286,5.0326,3
2024-01-01 00:04:28,83.008,43.9918,1.4876,0.2994,81.4708,20.177,5.0968,3
2024-01-01 00:04:29,86.3317,46.1599,1.3474,0.0624,78.6712,20.0033,4.885,3
2024-01-01 00:04:30,85.1993,44.9727,0.6268,0.086,78.0466,20.195,4.8327,3
2024-01-01 00:04:31,87.7694,46.9353,1.2457,0.4504,79.1032,19.9475,4.9381,3
2024-01-01 00:04:32,84.3778,45.9048,1.3925,0.1577,78.9707,19.8259,4.8181,3
2024-01-01 00:04:33,87.1252,45.0451,0.567,0.4463,79.8024,20.1668,5.1046,3
2024-01-01 00:04:34,82.8069,45.5075,1.0097,0.0135,78.5909,20.1001,4.9468,3
2024-01-01 00:04:35,87.7821,45.007,1.1883,0.1336,79.9178,20.1405,5.1334,3
2024-01-01 00:04:36,83.1976,44.5876,0.9735,0.4404,79.9018,19.8775,5.1235,3
2024-01-01 00:04:37,87.4785,44.396,1.1379,0.3807,80.315,20.1173,5.0006,3
2024-01-01 00:04:38,86.0475,46.0286,1.3433,0.1888,78.8655,20.0086,5.0039,3
2024-01-01 00:04:39,86.8464,45.0695,1.4001,0.7776,80.0253,20.1958,4.9903,3
2024-01-01 00:04:40,84.0503,44.7337,0.9562,0.6505,78.2086,20.1377,5.1873,3
2024-01-01 00:04:41,84.7529,43.2751,0.7013,0.1032,79.0254,20.1763,4.8004,3
2024-01-01 00:04:42,87.2415,46.7582,0.685,0.1736,81.8631,19.9162,5.1247,3
2024-01-01 00:04:43,82.0541,46.9632,0.5165,0.6076,81.7138,20.1988,4.9242,3
2024-01-01 00:04:44,86.9325,44.5722,0.9998,0.3633,79.4189,20.0492,5.1128,3
2024-01-01 00:04:45,86.1969,46.0723,0.5143,0.5317,79.4112,19.8252,5.1683,3
2024-01-01 00:04:46,83.1808,43.7379,0.6788,0.6581,80.447,20.0034,5.0347,3
